"วันเดือนปี","ล่าสุด","ราคาเปิด","สูงสุด","ต่ำสุด","% เปลี่ยน"
"Jun 26, 2001","5.4611","5.4550","5.4611","5.4550","0.14"
"Jun 27, 2001","5.4646","5.4586","5.4646","5.4586","0.06"
"Jun 28, 2001","5.4718","5.4657","5.4718","5.4657","0.13"
"Jun 29, 2001","5.4732","5.4672","5.4732","5.4672","0.03"
"Jul 02, 2001","5.4766","5.4742","5.4766","5.4742","0.06"
"Jul 03, 2001","5.4883","5.4853","5.4883","5.4853","0.21"
"Jul 04, 2001","5.4960","5.4936","5.4960","5.4936","0.14"
"Jul 05, 2001","5.5034","5.4998","5.5034","5.4998","0.13"
"Jul 06, 2001","5.4798","5.4768","5.4798","5.4768","-0.43"
"Jul 09, 2001","5.4907","5.4877","5.4907","5.4877","0.20"
"Jul 10, 2001","5.4954","5.4923","5.4954","5.4923","0.09"
"Jul 11, 2001","5.5039","5.5009","5.5039","5.5009","0.15"
"Jul 12, 2001","5.5051","5.5021","5.5051","5.5021","0.02"
"Jul 13, 2001","5.5149","5.5119","5.5149","5.5119","0.18"
"Jul 16, 2001","5.5245","5.5215","5.5245","5.5215","0.17"
"Jul 17, 2001","5.5244","5.5214","5.5244","5.5214","-0.00"
"Jul 18, 2001","5.5280","5.5262","5.5280","5.5262","0.07"
"Jul 19, 2001","5.5257","5.5227","5.5257","5.5227","-0.04"
"Jul 20, 2001","5.5342","5.5311","5.5342","5.5311","0.15"
"Jul 23, 2001","5.5280","5.5262","5.5280","5.5262","-0.11"
"Jul 24, 2001","5.5217","5.5187","5.5217","5.5187","-0.11"
"Jul 25, 2001","5.5231","5.5213","5.5231","5.5213","0.03"
"Jul 26, 2001","5.5218","5.5188","5.5218","5.5188","-0.02"
"Jul 27, 2001","5.5141","5.5117","5.5141","5.5117","-0.14"
"Jul 30, 2001","5.5221","5.5191","5.5221","5.5191","0.15"
"Jul 31, 2001","5.5237","5.5177","5.5237","5.5177","0.03"
"Aug 01, 2001","5.5250","5.5226","5.5250","5.5226","0.02"
"Aug 02, 2001","5.5154","5.5094","5.5154","5.5094","-0.17"
"Aug 03, 2001","5.4882","5.4852","5.4882","5.4852","-0.49"
"Aug 06, 2001","5.4845","5.4815","5.4845","5.4815","-0.07"
"Aug 07, 2001","5.4928","5.4898","5.4928","5.4898","0.15"
"Aug 08, 2001","5.4909","5.4849","5.4909","5.4849","-0.03"
"Aug 09, 2001","5.4848","5.4788","5.4848","5.4788","-0.11"
"Aug 10, 2001","5.4707","5.4647","5.4707","5.4647","-0.26"
"Aug 13, 2001","5.4578","5.4548","5.4578","5.4548","-0.24"
"Aug 14, 2001","5.4245","5.4184","5.4245","5.4184","-0.61"
"Aug 15, 2001","5.4125","5.4065","5.4125","5.4065","-0.22"
"Aug 16, 2001","5.3951","5.3921","5.3951","5.3921","-0.32"
"Aug 17, 2001","5.4127","5.4067","5.4127","5.4067","0.33"
"Aug 20, 2001","5.4254","5.4224","5.4254","5.4224","0.23"
"Aug 21, 2001","5.3994","5.3934","5.3994","5.3934","-0.48"
"Aug 22, 2001","5.3903","5.3873","5.3903","5.3873","-0.17"
"Aug 23, 2001","5.3880","5.3849","5.3880","5.3849","-0.04"
"Aug 24, 2001","5.3598","5.3556","5.3598","5.3556","-0.52"
"Aug 27, 2001","5.3461","5.3401","5.3461","5.3401","-0.26"
"Aug 28, 2001","5.3517","5.3487","5.3517","5.3487","0.10"
"Aug 29, 2001","5.3432","5.3402","5.3432","5.3402","-0.16"
"Aug 30, 2001","5.3445","5.3415","5.3445","5.3415","0.02"
"Aug 31, 2001","5.3220","5.3160","5.3220","5.3160","-0.42"
"Sep 03, 2001","5.3195","5.3171","5.3195","5.3171","-0.05"
"Sep 04, 2001","5.3384","5.3354","5.3384","5.3354","0.36"
"Sep 05, 2001","5.3588","5.3558","5.3588","5.3558","0.38"
"Sep 06, 2001","5.3735","5.3698","5.3735","5.3698","0.27"
"Sep 07, 2001","5.3868","5.3832","5.3868","5.3832","0.25"
"Sep 10, 2001","5.3929","5.3898","5.3929","5.3898","0.11"
"Sep 11, 2001","5.3704","5.3522","5.3704","5.3522","-0.42"
"Sep 12, 2001","5.3650","5.3619","5.3650","5.3619","-0.10"
"Sep 13, 2001","5.3408","5.3378","5.3408","5.3378","-0.45"
"Sep 14, 2001","5.3325","5.3283","5.3325","5.3283","-0.16"
"Sep 17, 2001","5.3162","5.3101","5.3162","5.3101","-0.31"
"Sep 18, 2001","5.3342","5.3281","5.3342","5.3281","0.34"
"Sep 19, 2001","5.3368","5.3307","5.3368","5.3307","0.05"
"Sep 20, 2001","5.3331","5.3271","5.3331","5.3271","-0.07"
"Sep 21, 2001","5.3488","5.3463","5.3488","5.3463","0.29"
"Sep 24, 2001","5.3673","5.3643","5.3673","5.3643","0.35"
"Sep 25, 2001","5.3701","5.3641","5.3701","5.3641","0.05"
"Sep 26, 2001","5.3620","5.3559","5.3620","5.3559","-0.15"
"Sep 27, 2001","5.3667","5.3607","5.3667","5.3607","0.09"
"Sep 28, 2001","5.3704","5.3523","5.3704","5.3523","0.07"
"Oct 01, 2001","5.3856","5.3825","5.3856","5.3825","0.28"
"Oct 02, 2001","5.3982","5.3958","5.3982","5.3958","0.23"
"Oct 03, 2001","5.3976","5.3946","5.3976","5.3946","-0.01"
"Oct 04, 2001","5.3940","5.3910","5.3940","5.3910","-0.07"
"Oct 05, 2001","5.4079","5.4031","5.4079","5.4031","0.26"
"Oct 08, 2001","5.4103","5.4067","5.4103","5.4067","0.04"
"Oct 09, 2001","5.4163","5.4127","5.4163","5.4127","0.11"
"Oct 10, 2001","5.4127","5.4067","5.4127","5.4067","-0.07"
"Oct 11, 2001","5.4086","5.4056","5.4086","5.4056","-0.08"
"Oct 12, 2001","5.4032","5.4008","5.4032","5.4008","-0.10"
"Oct 15, 2001","5.3887","5.3766","5.3887","5.3766","-0.27"
"Oct 16, 2001","5.3917","5.3886","5.3917","5.3886","0.06"
"Oct 17, 2001","5.4036","5.4006","5.4036","5.4006","0.22"
"Oct 18, 2001","5.4065","5.4041","5.4065","5.4041","0.05"
"Oct 19, 2001","5.4067","5.4043","5.4067","5.4043","0.00"
"Oct 22, 2001","5.4084","5.4053","5.4084","5.4053","0.03"
"Oct 23, 2001","5.4127","5.4006","5.4127","5.4006","0.08"
"Oct 24, 2001","5.4116","5.4055","5.4116","5.4055","-0.02"
"Oct 25, 2001","5.4097","5.4066","5.4097","5.4066","-0.04"
"Oct 26, 2001","5.4223","5.4162","5.4223","5.4162","0.23"
"Oct 29, 2001","5.4120","5.4102","5.4120","5.4102","-0.19"
"Oct 30, 2001","5.4006","5.3946","5.4006","5.3946","-0.21"
"Oct 31, 2001","5.4018","5.3958","5.4018","5.3958","0.02"
"Nov 01, 2001","5.4042","5.3982","5.4042","5.3982","0.04"
"Nov 02, 2001","5.4036","5.3945","5.4036","5.3945","-0.01"
"Nov 05, 2001","5.3970","5.3946","5.3970","5.3946","-0.12"
"Nov 06, 2001","5.3977","5.3959","5.3977","5.3959","0.01"
"Nov 07, 2001","5.3953","5.3935","5.3953","5.3935","-0.04"
"Nov 08, 2001","5.3705","5.3645","5.3705","5.3645","-0.46"
"Nov 09, 2001","5.3705","5.3645","5.3705","5.3645","0.00"
"Nov 12, 2001","5.3628","5.3610","5.3628","5.3610","-0.14"
"Nov 13, 2001","5.3645","5.3585","5.3645","5.3585","0.03"
"Nov 14, 2001","5.3681","5.3620","5.3681","5.3620","0.07"
"Nov 15, 2001","5.3703","5.3679","5.3703","5.3679","0.04"
"Nov 16, 2001","5.3769","5.3739","5.3769","5.3739","0.12"
"Nov 19, 2001","5.3751","5.3727","5.3751","5.3727","-0.03"
"Nov 20, 2001","5.3643","5.3607","5.3643","5.3607","-0.20"
"Nov 21, 2001","5.3589","5.3559","5.3589","5.3559","-0.10"
"Nov 22, 2001","5.3583","5.3559","5.3583","5.3559","-0.01"
"Nov 23, 2001","5.3341","5.3317","5.3341","5.3317","-0.45"
"Nov 26, 2001","5.3347","5.3329","5.3347","5.3329","0.01"
"Nov 27, 2001","5.3208","5.3184","5.3208","5.3184","-0.26"
"Nov 28, 2001","5.3273","5.3243","5.3273","5.3243","0.12"
"Nov 29, 2001","5.3247","5.3217","5.3247","5.3217","-0.05"
"Nov 30, 2001","5.3079","5.3049","5.3079","5.3049","-0.32"
"Dec 03, 2001","5.3159","5.3099","5.3159","5.3099","0.15"
"Dec 04, 2001","5.3201","5.3171","5.3201","5.3171","0.08"
"Dec 05, 2001","5.3116","5.3086","5.3116","5.3086","-0.16"
"Dec 06, 2001","5.2946","5.2916","5.2946","5.2916","-0.32"
"Dec 07, 2001","5.2946","5.2916","5.2946","5.2916","0.00"
"Dec 10, 2001","5.3002","5.2978","5.3002","5.2978","0.11"
"Dec 11, 2001","5.2865","5.2834","5.2865","5.2834","-0.26"
"Dec 12, 2001","5.2798","5.2774","5.2798","5.2774","-0.13"
"Dec 13, 2001","5.2774","5.2750","5.2774","5.2750","-0.05"
"Dec 14, 2001","5.2889","5.2859","5.2889","5.2859","0.22"
"Dec 17, 2001","5.3003","5.2943","5.3003","5.2943","0.22"
"Dec 18, 2001","5.2956","5.2895","5.2956","5.2895","-0.09"
"Dec 19, 2001","5.2889","5.2859","5.2889","5.2859","-0.13"
"Dec 20, 2001","5.3011","5.2981","5.3011","5.2981","0.23"
"Dec 21, 2001","5.3161","5.3137","5.3161","5.3137","0.28"
"Dec 24, 2001","5.3162","5.3102","5.3162","5.3102","0.00"
"Dec 25, 2001","5.3161","5.3137","5.3161","5.3137","-0.00"
"Dec 26, 2001","5.3252","5.3222","5.3252","5.3222","0.17"
"Dec 27, 2001","5.3482","5.3451","5.3482","5.3451","0.43"
"Dec 28, 2001","5.3403","5.3342","5.3403","5.3342","-0.15"
"Dec 31, 2001","5.3446","5.3416","5.3446","5.3416","0.08"
"Jan 02, 2002","5.3392","5.3367","5.3392","5.3367","-0.10"
"Jan 03, 2002","5.3216","5.3186","5.3216","5.3186","-0.33"
"Jan 04, 2002","5.3046","5.3016","5.3046","5.3016","-0.32"
"Jan 07, 2002","5.2986","5.2956","5.2986","5.2956","-0.11"
"Jan 08, 2002","5.3265","5.3234","5.3265","5.3234","0.53"
"Jan 09, 2002","5.3209","5.3185","5.3209","5.3185","-0.11"
"Jan 10, 2002","5.3240","5.3210","5.3240","5.3210","0.06"
"Jan 11, 2002","5.3143","5.3112","5.3143","5.3112","-0.18"
"Jan 14, 2002","5.3053","5.3028","5.3053","5.3028","-0.17"
"Jan 15, 2002","5.2967","5.2943","5.2967","5.2943","-0.16"
"Jan 16, 2002","5.3016","5.2992","5.3016","5.2992","0.09"
"Jan 17, 2002","5.3040","5.2979","5.3040","5.2979","0.05"
"Jan 18, 2002","5.3137","5.3113","5.3137","5.3113","0.18"
"Jan 21, 2002","5.3125","5.3100","5.3125","5.3100","-0.02"
"Jan 22, 2002","5.3436","5.3403","5.3436","5.3403","0.59"
"Jan 23, 2002","5.3374","5.3344","5.3374","5.3344","-0.12"
"Jan 24, 2002","5.3373","5.3343","5.3373","5.3343","-0.00"
"Jan 25, 2002","5.3247","5.3223","5.3247","5.3223","-0.24"
"Jan 28, 2002","5.3252","5.3222","5.3252","5.3222","0.01"
"Jan 29, 2002","5.3210","5.3186","5.3210","5.3186","-0.08"
"Jan 30, 2002","5.3121","5.3078","5.3121","5.3078","-0.17"
"Jan 31, 2002","5.3241","5.3211","5.3241","5.3211","0.23"
"Feb 01, 2002","5.3119","5.3077","5.3119","5.3077","-0.23"
"Feb 04, 2002","5.3162","5.3138","5.3162","5.3138","0.08"
"Feb 05, 2002","5.3150","5.3126","5.3150","5.3126","-0.02"
"Feb 06, 2002","5.3119","5.3077","5.3119","5.3077","-0.06"
"Feb 07, 2002","5.2969","5.2944","5.2969","5.2944","-0.28"
"Feb 08, 2002","5.3119","5.3077","5.3119","5.3077","0.28"
"Feb 11, 2002","5.3015","5.2955","5.3015","5.2955","-0.20"
"Feb 12, 2002","5.2961","5.2931","5.2961","5.2931","-0.10"
"Feb 13, 2002","5.2925","5.2895","5.2925","5.2895","-0.07"
"Feb 14, 2002","5.2611","5.2593","5.2611","5.2593","-0.59"
"Feb 15, 2002","5.2707","5.2677","5.2707","5.2677","0.18"
"Feb 18, 2002","5.2665","5.2641","5.2665","5.2641","-0.08"
"Feb 19, 2002","5.2827","5.2797","5.2827","5.2797","0.31"
"Feb 20, 2002","5.2877","5.2847","5.2877","5.2847","0.09"
"Feb 21, 2002","5.2938","5.2908","5.2938","5.2908","0.12"
"Feb 22, 2002","5.3042","5.3018","5.3042","5.3018","0.20"
"Feb 25, 2002","5.2945","5.2921","5.2945","5.2921","-0.18"
"Feb 26, 2002","5.2974","5.2944","5.2974","5.2944","0.05"
"Feb 27, 2002","5.2938","5.2908","5.2938","5.2908","-0.07"
"Feb 28, 2002","5.2770","5.2740","5.2770","5.2740","-0.32"
"Mar 01, 2002","5.2769","5.2739","5.2769","5.2739","-0.00"
"Mar 04, 2002","5.2660","5.2630","5.2660","5.2630","-0.21"
"Mar 05, 2002","5.2686","5.2655","5.2686","5.2655","0.05"
"Mar 06, 2002","5.2564","5.2534","5.2564","5.2534","-0.23"
"Mar 07, 2002","5.2234","5.2192","5.2234","5.2192","-0.63"
"Mar 08, 2002","5.2392","5.2361","5.2392","5.2361","0.30"
"Mar 11, 2002","5.2296","5.2266","5.2296","5.2266","-0.18"
"Mar 12, 2002","5.2188","5.2158","5.2188","5.2158","-0.21"
"Mar 13, 2002","5.2355","5.2325","5.2355","5.2325","0.32"
"Mar 14, 2002","5.2196","5.2166","5.2196","5.2166","-0.30"
"Mar 15, 2002","5.2244","5.2214","5.2244","5.2214","0.09"
"Mar 18, 2002","5.2384","5.2360","5.2384","5.2360","0.27"
"Mar 19, 2002","5.2485","5.2455","5.2485","5.2455","0.19"
"Mar 20, 2002","5.2354","5.2323","5.2354","5.2323","-0.25"
"Mar 21, 2002","5.2331","5.2300","5.2331","5.2300","-0.04"
"Mar 22, 2002","5.2428","5.2398","5.2428","5.2398","0.19"
"Mar 25, 2002","5.2417","5.2387","5.2417","5.2387","-0.02"
"Mar 26, 2002","5.2367","5.2337","5.2367","5.2337","-0.10"
"Mar 27, 2002","5.2343","5.2312","5.2343","5.2312","-0.05"
"Mar 28, 2002","5.2614","5.2553","5.2614","5.2553","0.52"
"Mar 29, 2002","5.2516","5.2456","5.2516","5.2456","-0.19"
"Apr 01, 2002","5.2691","5.2661","5.2691","5.2661","0.33"
"Apr 02, 2002","5.2868","5.2844","5.2868","5.2844","0.34"
"Apr 03, 2002","5.2729","5.2698","5.2729","5.2698","-0.26"
"Apr 04, 2002","5.2682","5.2651","5.2682","5.2651","-0.09"
"Apr 05, 2002","5.2616","5.2592","5.2616","5.2592","-0.13"
"Apr 08, 2002","5.2622","5.2592","5.2622","5.2592","0.01"
"Apr 09, 2002","5.2562","5.2532","5.2562","5.2532","-0.11"
"Apr 10, 2002","5.2518","5.2494","5.2518","5.2494","-0.08"
"Apr 11, 2002","5.2584","5.2554","5.2584","5.2554","0.13"
"Apr 12, 2002","5.2596","5.2566","5.2596","5.2566","0.02"
"Apr 15, 2002","5.2537","5.2506","5.2537","5.2506","-0.11"
"Apr 16, 2002","5.2506","5.2482","5.2506","5.2482","-0.06"
"Apr 17, 2002","5.2367","5.2337","5.2367","5.2337","-0.26"
"Apr 18, 2002","5.2252","5.2228","5.2252","5.2228","-0.22"
"Apr 19, 2002","5.2305","5.2274","5.2305","5.2274","0.10"
"Apr 22, 2002","5.2240","5.2228","5.2240","5.2228","-0.12"
"Apr 23, 2002","5.2318","5.2288","5.2318","5.2288","0.15"
"Apr 24, 2002","5.2263","5.2227","5.2263","5.2227","-0.11"
"Apr 25, 2002","5.2221","5.2190","5.2221","5.2190","-0.08"
"Apr 26, 2002","5.2215","5.2191","5.2215","5.2191","-0.01"
"Apr 29, 2002","5.2223","5.2193","5.2223","5.2193","0.02"
"Apr 30, 2002","5.2245","5.2215","5.2245","5.2215","0.04"
"May 01, 2002","5.2215","5.2191","5.2215","5.2191","-0.06"
"May 02, 2002","5.2112","5.2082","5.2112","5.2082","-0.20"
"May 03, 2002","5.2028","5.1998","5.2028","5.1998","-0.16"
"May 06, 2002","5.1894","5.1852","5.1894","5.1852","-0.26"
"May 07, 2002","5.1858","5.1828","5.1858","5.1828","-0.07"
"May 08, 2002","5.1894","5.1863","5.1894","5.1863","0.07"
"May 09, 2002","5.1847","5.1817","5.1847","5.1817","-0.09"
"May 10, 2002","5.1799","5.1769","5.1799","5.1769","-0.09"
"May 13, 2002","5.1722","5.1698","5.1722","5.1698","-0.15"
"May 14, 2002","5.1806","5.1782","5.1806","5.1782","0.16"
"May 15, 2002","5.1776","5.1746","5.1776","5.1746","-0.06"
"May 16, 2002","5.1783","5.1759","5.1783","5.1759","0.01"
"May 17, 2002","5.1469","5.1445","5.1469","5.1445","-0.61"
"May 20, 2002","5.1469","5.1444","5.1469","5.1444","0.00"
"May 21, 2002","5.1486","5.1456","5.1486","5.1456","0.03"
"May 22, 2002","5.1704","5.1673","5.1704","5.1673","0.42"
"May 23, 2002","5.1788","5.1758","5.1788","5.1758","0.16"
"May 24, 2002","5.1764","5.1733","5.1764","5.1733","-0.05"
"May 27, 2002","5.1686","5.1662","5.1686","5.1662","-0.15"
"May 28, 2002","5.1416","5.1386","5.1416","5.1386","-0.52"
"May 29, 2002","5.1308","5.1278","5.1308","5.1278","-0.21"
"May 30, 2002","5.1247","5.1217","5.1247","5.1217","-0.12"
"May 31, 2002","5.1157","5.1133","5.1157","5.1133","-0.18"
"Jun 03, 2002","5.1180","5.1156","5.1180","5.1156","0.04"
"Jun 04, 2002","5.1161","5.1131","5.1161","5.1131","-0.04"
"Jun 05, 2002","5.1384","5.1360","5.1384","5.1360","0.44"
"Jun 06, 2002","5.1317","5.1287","5.1317","5.1287","-0.13"
"Jun 07, 2002","5.1208","5.1178","5.1208","5.1178","-0.21"
"Jun 10, 2002","5.1232","5.1202","5.1232","5.1202","0.05"
"Jun 11, 2002","5.1161","5.1131","5.1161","5.1131","-0.14"
"Jun 12, 2002","5.1124","5.1094","5.1124","5.1094","-0.07"
"Jun 13, 2002","5.1015","5.0985","5.1015","5.0985","-0.21"
"Jun 14, 2002","5.0954","5.0936","5.0954","5.0936","-0.12"
"Jun 17, 2002","5.0941","5.0922","5.0941","5.0922","-0.03"
"Jun 18, 2002","5.0982","5.0957","5.0982","5.0957","0.08"
"Jun 19, 2002","5.0880","5.0849","5.0880","5.0849","-0.20"
"Jun 20, 2002","5.0808","5.0778","5.0808","5.0778","-0.14"
"Jun 21, 2002","5.0778","5.0754","5.0778","5.0754","-0.06"
"Jun 24, 2002","5.0556","5.0538","5.0556","5.0538","-0.44"
"Jun 25, 2002","5.0634","5.0610","5.0634","5.0610","0.15"
"Jun 26, 2002","5.0361","5.0331","5.0361","5.0331","-0.54"
"Jun 27, 2002","5.0277","5.0247","5.0277","5.0247","-0.17"
"Jun 28, 2002","5.0168","5.0138","5.0168","5.0138","-0.22"
"Jul 01, 2002","5.0223","5.0211","5.0223","5.0211","0.11"
"Jul 02, 2002","5.0158","5.0140","5.0158","5.0140","-0.13"
"Jul 03, 2002","5.0273","5.0249","5.0273","5.0249","0.23"
"Jul 04, 2002","5.0195","5.0165","5.0195","5.0165","-0.16"
"Jul 05, 2002","5.0316","5.0286","5.0316","5.0286","0.24"
"Jul 08, 2002","5.0044","4.9996","5.0044","4.9996","-0.54"
"Jul 09, 2002","4.9857","4.9839","4.9857","4.9839","-0.37"
"Jul 10, 2002","4.9748","4.9718","4.9748","4.9718","-0.22"
"Jul 11, 2002","4.9771","4.9741","4.9771","4.9741","0.05"
"Jul 12, 2002","4.9627","4.9597","4.9627","4.9597","-0.29"
"Jul 15, 2002","4.9168","4.9137","4.9168","4.9137","-0.92"
"Jul 16, 2002","4.8804","4.8774","4.8804","4.8774","-0.74"
"Jul 17, 2002","4.8932","4.8907","4.8932","4.8907","0.26"
"Jul 18, 2002","4.9010","4.8980","4.9010","4.8980","0.16"
"Jul 19, 2002","4.8865","4.8847","4.8865","4.8847","-0.30"
"Jul 22, 2002","4.8864","4.8834","4.8864","4.8834","-0.00"
"Jul 23, 2002","4.9469","4.9438","4.9469","4.9438","1.24"
"Jul 24, 2002","4.9759","4.9729","4.9759","4.9729","0.59"
"Jul 25, 2002","4.9644","4.9620","4.9644","4.9620","-0.23"
"Jul 26, 2002","5.0774","5.0744","5.0774","5.0744","2.28"
"Jul 29, 2002","5.1295","5.1264","5.1295","5.1264","1.03"
"Jul 30, 2002","5.0775","5.0745","5.0775","5.0745","-1.01"
"Jul 31, 2002","5.0775","5.0745","5.0775","5.0745","0.00"
"Aug 01, 2002","5.0896","5.0866","5.0896","5.0866","0.24"
"Aug 02, 2002","5.0811","5.0780","5.0811","5.0780","-0.17"
"Aug 05, 2002","5.0896","5.0866","5.0896","5.0866","0.17"
"Aug 06, 2002","5.1475","5.1445","5.1475","5.1445","1.14"
"Aug 07, 2002","5.1197","5.1166","5.1197","5.1166","-0.54"
"Aug 08, 2002","5.1325","5.1301","5.1325","5.1301","0.25"
"Aug 09, 2002","5.1192","5.1168","5.1192","5.1168","-0.26"
"Aug 12, 2002","5.0895","5.0865","5.0895","5.0865","-0.58"
"Aug 13, 2002","5.0896","5.0866","5.0896","5.0866","0.00"
"Aug 14, 2002","5.0595","5.0564","5.0595","5.0564","-0.59"
"Aug 15, 2002","5.0533","5.0503","5.0533","5.0503","-0.12"
"Aug 16, 2002","5.0479","5.0454","5.0479","5.0454","-0.11"
"Aug 19, 2002","5.0812","5.0781","5.0812","5.0781","0.66"
"Aug 20, 2002","5.0629","5.0599","5.0629","5.0599","-0.36"
"Aug 21, 2002","5.0812","5.0782","5.0812","5.0782","0.36"
"Aug 22, 2002","5.1059","5.1035","5.1059","5.1035","0.49"
"Aug 23, 2002","5.1077","5.1047","5.1077","5.1047","0.04"
"Aug 26, 2002","5.1157","5.1120","5.1157","5.1120","0.16"
"Aug 27, 2002","5.0968","5.0938","5.0968","5.0938","-0.37"
"Aug 28, 2002","5.1028","5.0998","5.1028","5.0998","0.12"
"Aug 29, 2002","5.0998","5.0950","5.0998","5.0950","-0.06"
"Aug 30, 2002","5.1034","5.1010","5.1034","5.1010","0.07"
"Sep 02, 2002","5.1034","5.1009","5.1034","5.1009","0.00"
"Sep 03, 2002","5.0948","5.0924","5.0948","5.0924","-0.17"
"Sep 04, 2002","5.0996","5.0972","5.0996","5.0972","0.09"
"Sep 05, 2002","5.0953","5.0923","5.0953","5.0923","-0.08"
"Sep 06, 2002","5.1075","5.1045","5.1075","5.1045","0.24"
"Sep 09, 2002","5.1232","5.1202","5.1232","5.1202","0.31"
"Sep 10, 2002","5.1293","5.1263","5.1293","5.1263","0.12"
"Sep 11, 2002","5.1365","5.1335","5.1365","5.1335","0.14"
"Sep 12, 2002","5.1306","5.1276","5.1306","5.1276","-0.11"
"Sep 13, 2002","5.1802","5.1771","5.1802","5.1771","0.97"
"Sep 16, 2002","5.2296","5.2254","5.2296","5.2254","0.95"
"Sep 17, 2002","5.1946","5.1916","5.1946","5.1916","-0.67"
"Sep 18, 2002","5.1855","5.1831","5.1855","5.1831","-0.18"
"Sep 19, 2002","5.1904","5.1880","5.1904","5.1880","0.09"
"Sep 20, 2002","5.2356","5.2326","5.2356","5.2326","0.87"
"Sep 23, 2002","5.2476","5.2446","5.2476","5.2446","0.23"
"Sep 24, 2002","5.2453","5.2422","5.2453","5.2422","-0.04"
"Sep 25, 2002","5.2489","5.2459","5.2489","5.2459","0.07"
"Sep 26, 2002","5.2470","5.2410","5.2470","5.2410","-0.04"
"Sep 27, 2002","5.2415","5.2385","5.2415","5.2385","-0.10"
"Sep 30, 2002","5.2282","5.2251","5.2282","5.2251","-0.25"
"Oct 01, 2002","5.2511","5.2481","5.2511","5.2481","0.44"
"Oct 02, 2002","5.2541","5.2517","5.2541","5.2517","0.06"
"Oct 03, 2002","5.2608","5.2578","5.2608","5.2578","0.13"
"Oct 04, 2002","5.2577","5.2553","5.2577","5.2553","-0.06"
"Oct 07, 2002","5.2982","5.2964","5.2982","5.2964","0.77"
"Oct 08, 2002","5.2862","5.2831","5.2862","5.2831","-0.23"
"Oct 09, 2002","5.2772","5.2748","5.2772","5.2748","-0.17"
"Oct 10, 2002","5.2923","5.2881","5.2923","5.2881","0.29"
"Oct 11, 2002","5.2997","5.2967","5.2997","5.2967","0.14"
"Oct 14, 2002","5.3216","5.3185","5.3216","5.3185","0.41"
"Oct 15, 2002","5.3385","5.3343","5.3385","5.3343","0.32"
"Oct 16, 2002","5.2950","5.2920","5.2950","5.2920","-0.81"
"Oct 17, 2002","5.2889","5.2859","5.2889","5.2859","-0.12"
"Oct 18, 2002","5.2865","5.2835","5.2865","5.2835","-0.05"
"Oct 21, 2002","5.2671","5.2641","5.2671","5.2641","-0.37"
"Oct 22, 2002","5.2718","5.2688","5.2718","5.2688","0.09"
"Oct 23, 2002","5.2731","5.2701","5.2731","5.2701","0.02"
"Oct 24, 2002","5.2670","5.2640","5.2670","5.2640","-0.12"
"Oct 25, 2002","5.2482","5.2457","5.2482","5.2457","-0.36"
"Oct 28, 2002","5.2450","5.2420","5.2450","5.2420","-0.06"
"Oct 29, 2002","5.2331","5.2300","5.2331","5.2300","-0.23"
"Oct 30, 2002","5.2476","5.2446","5.2476","5.2446","0.28"
"Oct 31, 2002","5.2332","5.2302","5.2332","5.2302","-0.27"
"Nov 01, 2002","5.2295","5.2277","5.2295","5.2277","-0.07"
"Nov 04, 2002","5.2270","5.2239","5.2270","5.2239","-0.05"
"Nov 05, 2002","5.2234","5.2204","5.2234","5.2204","-0.07"
"Nov 06, 2002","5.2307","5.2277","5.2307","5.2277","0.14"
"Nov 07, 2002","5.2199","5.2168","5.2199","5.2168","-0.21"
"Nov 08, 2002","5.1951","5.1926","5.1951","5.1926","-0.48"
"Nov 11, 2002","5.1909","5.1890","5.1909","5.1890","-0.08"
"Nov 12, 2002","5.2150","5.2132","5.2150","5.2132","0.46"
"Nov 13, 2002","5.2344","5.2313","5.2344","5.2313","0.37"
"Nov 14, 2002","5.2428","5.2398","5.2428","5.2398","0.16"
"Nov 15, 2002","5.2494","5.2434","5.2494","5.2434","0.13"
"Nov 18, 2002","5.2392","5.2373","5.2392","5.2373","-0.19"
"Nov 19, 2002","5.2465","5.2434","5.2465","5.2434","0.14"
"Nov 20, 2002","5.2573","5.2555","5.2573","5.2555","0.21"
"Nov 21, 2002","5.2440","5.2410","5.2440","5.2410","-0.25"
"Nov 22, 2002","5.2402","5.2372","5.2402","5.2372","-0.07"
"Nov 25, 2002","5.2439","5.2408","5.2439","5.2408","0.07"
"Nov 26, 2002","5.2428","5.2398","5.2428","5.2398","-0.02"
"Nov 27, 2002","5.2451","5.2421","5.2451","5.2421","0.04"
"Nov 28, 2002","5.2415","5.2396","5.2415","5.2396","-0.07"
"Nov 29, 2002","5.2547","5.2517","5.2547","5.2517","0.25"
"Dec 02, 2002","5.2801","5.2771","5.2801","5.2771","0.48"
"Dec 03, 2002","5.2741","5.2711","5.2741","5.2711","-0.11"
"Dec 04, 2002","5.2801","5.2771","5.2801","5.2771","0.11"
"Dec 05, 2002","5.2923","5.2893","5.2923","5.2893","0.23"
"Dec 06, 2002","5.2645","5.2614","5.2645","5.2614","-0.53"
"Dec 09, 2002","5.2437","5.2419","5.2437","5.2419","-0.40"
"Dec 10, 2002","5.2416","5.2385","5.2416","5.2385","-0.04"
"Dec 11, 2002","5.2402","5.2372","5.2402","5.2372","-0.03"
"Dec 12, 2002","5.2367","5.2336","5.2367","5.2336","-0.07"
