"วันเดือนปี","ล่าสุด","ราคาเปิด","สูงสุด","ต่ำสุด","% เปลี่ยน"
"Jul 22, 2004","4.9513","4.9501","4.9513","4.9501","-0.21"
"Jul 23, 2004","4.9610","4.9598","4.9610","4.9598","0.20"
"Jul 26, 2004","4.9845","4.9827","4.9845","4.9827","0.47"
"Jul 27, 2004","4.9917","4.9899","4.9917","4.9899","0.14"
"Jul 28, 2004","5.0098","5.0080","5.0098","5.0080","0.36"
"Jul 29, 2004","4.9994","4.9982","4.9994","4.9982","-0.21"
"Jul 30, 2004","4.9898","4.9862","4.9898","4.9862","-0.19"
"Aug 02, 2004","4.9916","4.9885","4.9916","4.9885","0.04"
"Aug 03, 2004","4.9988","4.9970","4.9988","4.9970","0.14"
"Aug 04, 2004","5.0109","5.0079","5.0109","5.0079","0.24"
"Aug 05, 2004","5.0085","5.0067","5.0085","5.0067","-0.05"
"Aug 06, 2004","4.9958","4.9898","4.9958","4.9898","-0.25"
"Aug 09, 2004","5.0031","5.0007","5.0031","5.0007","0.15"
"Aug 10, 2004","5.0084","5.0054","5.0084","5.0054","0.11"
"Aug 11, 2004","5.0172","5.0169","5.0172","5.0169","0.18"
"Aug 12, 2004","5.0133","5.0103","5.0133","5.0103","-0.08"
"Aug 13, 2004","5.0176","5.0164","5.0176","5.0164","0.09"
"Aug 16, 2004","5.0176","5.0164","5.0176","5.0164","0.00"
"Aug 17, 2004","5.0141","5.0117","5.0141","5.0117","-0.07"
"Aug 18, 2004","5.0153","5.0141","5.0153","5.0141","0.02"
"Aug 19, 2004","5.0068","5.0056","5.0068","5.0056","-0.17"
"Aug 20, 2004","5.0092","5.0068","5.0092","5.0068","0.05"
"Aug 23, 2004","5.0135","5.0117","5.0135","5.0117","0.09"
"Aug 24, 2004","5.0074","5.0056","5.0074","5.0056","-0.12"
"Aug 25, 2004","5.0244","5.0226","5.0244","5.0226","0.34"
"Aug 26, 2004","5.0341","5.0311","5.0341","5.0311","0.19"
"Aug 27, 2004","5.0261","5.0225","5.0261","5.0225","-0.16"
"Aug 30, 2004","5.0328","5.0310","5.0328","5.0310","0.13"
"Aug 31, 2004","5.0293","5.0262","5.0293","5.0262","-0.07"
"Sep 01, 2004","5.0262","5.0250","5.0262","5.0250","-0.06"
"Sep 02, 2004","5.0171","5.0159","5.0171","5.0159","-0.18"
"Sep 03, 2004","5.0231","5.0230","5.0231","5.0230","0.12"
"Sep 06, 2004","5.0280","5.0268","5.0280","5.0268","0.10"
"Sep 07, 2004","5.0292","5.0262","5.0292","5.0262","0.02"
"Sep 08, 2004","5.0298","5.0274","5.0298","5.0274","0.01"
"Sep 09, 2004","5.0249","5.0225","5.0249","5.0225","-0.10"
"Sep 10, 2004","5.0208","5.0178","5.0208","5.0178","-0.08"
"Sep 13, 2004","5.0166","5.0153","5.0166","5.0153","-0.08"
"Sep 14, 2004","4.9797","4.9766","4.9797","4.9766","-0.74"
"Sep 15, 2004","4.9911","4.9899","4.9911","4.9899","0.23"
"Sep 16, 2004","4.9803","4.9791","4.9803","4.9791","-0.22"
"Sep 17, 2004","4.9881","4.9863","4.9881","4.9863","0.16"
"Sep 20, 2004","4.9893","4.9881","4.9893","4.9881","0.02"
"Sep 21, 2004","4.9870","4.9845","4.9870","4.9845","-0.05"
"Sep 22, 2004","4.9960","4.9948","4.9960","4.9948","0.18"
"Sep 23, 2004","4.9985","4.9924","4.9985","4.9924","0.05"
"Sep 24, 2004","5.0003","4.9984","5.0003","4.9984","0.04"
"Sep 27, 2004","5.0171","5.0153","5.0171","5.0153","0.34"
"Sep 28, 2004","5.0293","5.0274","5.0293","5.0274","0.24"
"Sep 29, 2004","5.0171","5.0153","5.0171","5.0153","-0.24"
"Sep 30, 2004","5.0021","4.9996","5.0021","4.9996","-0.30"
"Oct 01, 2004","4.9960","4.9936","4.9960","4.9936","-0.12"
"Oct 04, 2004","4.9996","4.9984","4.9996","4.9984","0.07"
"Oct 05, 2004","5.0039","5.0027","5.0039","5.0027","0.09"
"Oct 06, 2004","5.0057","5.0045","5.0057","5.0045","0.04"
"Oct 07, 2004","4.9995","4.9982","4.9995","4.9982","-0.12"
"Oct 08, 2004","4.9929","4.9917","4.9929","4.9917","-0.13"
"Oct 11, 2004","4.9864","4.9852","4.9864","4.9852","-0.13"
"Oct 12, 2004","4.9961","4.9943","4.9961","4.9943","0.19"
"Oct 13, 2004","5.0027","4.9997","5.0027","4.9997","0.13"
"Oct 14, 2004","5.0052","5.0021","5.0052","5.0021","0.05"
"Oct 15, 2004","5.0064","5.0033","5.0064","5.0033","0.02"
"Oct 18, 2004","5.0063","5.0051","5.0063","5.0051","-0.00"
"Oct 19, 2004","4.9931","4.9912","4.9931","4.9912","-0.26"
"Oct 20, 2004","4.9912","4.9888","4.9912","4.9888","-0.04"
"Oct 21, 2004","4.9931","4.9900","4.9931","4.9900","0.04"
"Oct 22, 2004","4.9888","4.9864","4.9888","4.9864","-0.09"
"Oct 25, 2004","4.9574","4.9562","4.9574","4.9562","-0.63"
"Oct 26, 2004","4.9568","4.9538","4.9568","4.9538","-0.01"
"Oct 27, 2004","4.9629","4.9598","4.9629","4.9598","0.12"
"Oct 28, 2004","4.9604","4.9592","4.9604","4.9592","-0.05"
"Oct 29, 2004","4.9586","4.9574","4.9586","4.9574","-0.04"
"Nov 01, 2004","4.9616","4.9586","4.9616","4.9586","0.06"
"Nov 02, 2004","4.9616","4.9604","4.9616","4.9604","0.00"
"Nov 03, 2004","4.9719","4.9707","4.9719","4.9707","0.21"
"Nov 04, 2004","4.9471","4.9453","4.9471","4.9453","-0.50"
"Nov 05, 2004","4.9314","4.9284","4.9314","4.9284","-0.32"
"Nov 08, 2004","4.9157","4.9127","4.9157","4.9127","-0.32"
"Nov 09, 2004","4.9115","4.9103","4.9115","4.9103","-0.09"
"Nov 10, 2004","4.9193","4.9181","4.9193","4.9181","0.16"
"Nov 11, 2004","4.9145","4.9133","4.9145","4.9133","-0.10"
"Nov 12, 2004","4.8716","4.8704","4.8716","4.8704","-0.87"
"Nov 15, 2004","4.8807","4.8795","4.8807","4.8795","0.19"
"Nov 16, 2004","4.8698","4.8668","4.8698","4.8668","-0.22"
"Nov 17, 2004","4.8475","4.8414","4.8475","4.8414","-0.46"
"Nov 18, 2004","4.8468","4.8438","4.8468","4.8438","-0.01"
"Nov 19, 2004","4.8245","4.8185","4.8245","4.8185","-0.46"
"Nov 22, 2004","4.8100","4.8088","4.8100","4.8088","-0.30"
"Nov 23, 2004","4.8143","4.8112","4.8143","4.8112","0.09"
"Nov 24, 2004","4.7991","4.7979","4.7991","4.7979","-0.32"
"Nov 25, 2004","4.7786","4.7774","4.7786","4.7774","-0.43"
"Nov 26, 2004","4.7635","4.7623","4.7635","4.7623","-0.32"
"Nov 29, 2004","4.7677","4.7665","4.7677","4.7665","0.09"
"Nov 30, 2004","4.7622","4.7580","4.7622","4.7580","-0.12"
"Dec 01, 2004","4.7502","4.7472","4.7502","4.7472","-0.25"
"Dec 02, 2004","4.7545","4.7484","4.7545","4.7484","0.09"
"Dec 03, 2004","4.7230","4.7206","4.7230","4.7206","-0.66"
"Dec 06, 2004","4.7417","4.7387","4.7417","4.7387","0.40"
"Dec 07, 2004","4.7272","4.7242","4.7272","4.7242","-0.31"
"Dec 08, 2004","4.7635","4.7617","4.7635","4.7617","0.77"
"Dec 09, 2004","4.7816","4.7786","4.7816","4.7786","0.38"
"Dec 10, 2004","4.7998","4.7967","4.7998","4.7967","0.38"
"Dec 13, 2004","4.7641","4.7617","4.7641","4.7617","-0.74"
"Dec 14, 2004","4.7689","4.7677","4.7689","4.7677","0.10"
"Dec 15, 2004","4.7393","4.7363","4.7393","4.7363","-0.62"
"Dec 16, 2004","4.7375","4.7351","4.7375","4.7351","-0.04"
"Dec 17, 2004","4.7333","4.7303","4.7333","4.7303","-0.09"
"Dec 20, 2004","4.7200","4.7182","4.7200","4.7182","-0.28"
"Dec 21, 2004","4.7158","4.7146","4.7158","4.7146","-0.09"
"Dec 22, 2004","4.7188","4.7170","4.7188","4.7170","0.06"
"Dec 23, 2004","4.7176","4.7164","4.7176","4.7164","-0.03"
"Dec 24, 2004","4.7097","4.7013","4.7097","4.7013","-0.17"
"Dec 27, 2004","4.7176","4.7146","4.7176","4.7146","0.17"
"Dec 28, 2004","4.7191","4.7179","4.7191","4.7179","0.03"
"Dec 29, 2004","4.7321","4.7291","4.7321","4.7291","0.28"
"Dec 30, 2004","4.7121","4.7085","4.7121","4.7085","-0.42"
"Dec 31, 2004","4.6969","4.6940","4.6969","4.6940","-0.32"
"Jan 03, 2005","4.7025","4.6976","4.7025","4.6976","0.12"
"Jan 04, 2005","4.7363","4.7351","4.7363","4.7351","0.72"
"Jan 05, 2005","4.7241","4.7229","4.7241","4.7229","-0.26"
"Jan 06, 2005","4.7424","4.7411","4.7424","4.7411","0.39"
"Jan 07, 2005","4.7315","4.7303","4.7315","4.7303","-0.23"
"Jan 10, 2005","4.7321","4.7309","4.7321","4.7309","0.01"
"Jan 11, 2005","4.7151","4.7139","4.7151","4.7139","-0.36"
"Jan 12, 2005","4.6934","4.6922","4.6934","4.6922","-0.46"
"Jan 13, 2005","4.6765","4.6753","4.6765","4.6753","-0.36"
"Jan 14, 2005","4.6608","4.6578","4.6608","4.6578","-0.34"
"Jan 17, 2005","4.6499","4.6481","4.6499","4.6481","-0.23"
"Jan 18, 2005","4.6414","4.6396","4.6414","4.6396","-0.18"
"Jan 19, 2005","4.6487","4.6475","4.6487","4.6475","0.16"
"Jan 20, 2005","4.6644","4.6626","4.6644","4.6626","0.34"
"Jan 21, 2005","4.6584","4.6566","4.6584","4.6566","-0.13"
"Jan 24, 2005","4.6409","4.6396","4.6409","4.6396","-0.38"
"Jan 25, 2005","4.6626","4.6566","4.6626","4.6566","0.47"
"Jan 26, 2005","4.6481","4.6469","4.6481","4.6469","-0.31"
"Jan 27, 2005","4.6475","4.6457","4.6475","4.6457","-0.01"
"Jan 28, 2005","4.6457","4.6433","4.6457","4.6433","-0.04"
"Jan 31, 2005","4.6578","4.6566","4.6578","4.6566","0.26"
"Feb 01, 2005","4.6644","4.6632","4.6644","4.6632","0.14"
"Feb 02, 2005","4.6475","4.6463","4.6475","4.6463","-0.36"
"Feb 03, 2005","4.6492","4.6480","4.6492","4.6480","0.04"
"Feb 04, 2005","4.6312","4.6300","4.6312","4.6300","-0.39"
"Feb 07, 2005","4.6282","4.6270","4.6282","4.6270","-0.06"
"Feb 08, 2005","4.6559","4.6547","4.6559","4.6547","0.60"
"Feb 09, 2005","4.6602","4.6578","4.6602","4.6578","0.09"
"Feb 10, 2005","4.6547","4.6535","4.6547","4.6535","-0.12"
"Feb 11, 2005","4.6572","4.6560","4.6572","4.6560","0.05"
"Feb 14, 2005","4.6300","4.6288","4.6300","4.6288","-0.58"
"Feb 15, 2005","4.6366","4.6348","4.6366","4.6348","0.14"
"Feb 16, 2005","4.6571","4.6553","4.6571","4.6553","0.44"
"Feb 17, 2005","4.6554","4.6541","4.6554","4.6541","-0.04"
"Feb 18, 2005","4.6584","4.6566","4.6584","4.6566","0.06"
"Feb 21, 2005","4.6596","4.6584","4.6596","4.6584","0.03"
"Feb 22, 2005","4.6342","4.6330","4.6342","4.6330","-0.55"
"Feb 23, 2005","4.6505","4.6493","4.6505","4.6493","0.35"
"Feb 24, 2005","4.6457","4.6445","4.6457","4.6445","-0.10"
"Feb 25, 2005","4.6348","4.6336","4.6348","4.6336","-0.23"
"Feb 28, 2005","4.6203","4.6191","4.6203","4.6191","-0.31"
"Mar 01, 2005","4.6245","4.6233","4.6245","4.6233","0.09"
"Mar 02, 2005","4.6336","4.6324","4.6336","4.6324","0.20"
"Mar 03, 2005","4.6469","4.6457","4.6469","4.6457","0.29"
"Mar 04, 2005","4.6384","4.6372","4.6384","4.6372","-0.18"
"Mar 07, 2005","4.6318","4.6288","4.6318","4.6288","-0.14"
"Mar 08, 2005","4.6288","4.6276","4.6288","4.6276","-0.06"
"Mar 09, 2005","4.6258","4.6245","4.6258","4.6245","-0.06"
"Mar 10, 2005","4.6227","4.6215","4.6227","4.6215","-0.07"
"Mar 11, 2005","4.6227","4.6215","4.6227","4.6215","0.00"
"Mar 14, 2005","4.6300","4.6288","4.6300","4.6288","0.16"
"Mar 15, 2005","4.6457","4.6445","4.6457","4.6445","0.34"
"Mar 16, 2005","4.6445","4.6421","4.6445","4.6421","-0.03"
"Mar 17, 2005","4.6547","4.6535","4.6547","4.6535","0.22"
"Mar 18, 2005","4.6541","4.6529","4.6541","4.6529","-0.01"
"Mar 21, 2005","4.6613","4.6601","4.6613","4.6601","0.15"
"Mar 22, 2005","4.6674","4.6650","4.6674","4.6650","0.13"
"Mar 23, 2005","4.6771","4.6759","4.6771","4.6759","0.21"
"Mar 24, 2005","4.6989","4.6976","4.6989","4.6976","0.47"
"Mar 25, 2005","4.7115","4.7085","4.7115","4.7085","0.27"
"Mar 28, 2005","4.7442","4.7423","4.7442","4.7423","0.69"
"Mar 29, 2005","4.7466","4.7454","4.7466","4.7454","0.05"
"Mar 30, 2005","4.7466","4.7448","4.7466","4.7448","0.00"
"Mar 31, 2005","4.7266","4.7254","4.7266","4.7254","-0.42"
"Apr 01, 2005","4.7399","4.7387","4.7399","4.7387","0.28"
"Apr 04, 2005","4.7750","4.7738","4.7750","4.7738","0.74"
"Apr 05, 2005","4.7768","4.7750","4.7768","4.7750","0.04"
"Apr 06, 2005","4.7822","4.7810","4.7822","4.7810","0.11"
"Apr 07, 2005","4.7882","4.7870","4.7882","4.7870","0.13"
"Apr 08, 2005","4.7840","4.7828","4.7840","4.7828","-0.09"
"Apr 11, 2005","4.7828","4.7816","4.7828","4.7816","-0.03"
"Apr 12, 2005","4.7870","4.7858","4.7870","4.7858","0.09"
"Apr 13, 2005","4.7713","4.7701","4.7713","4.7701","-0.33"
"Apr 14, 2005","4.7961","4.7949","4.7961","4.7949","0.52"
"Apr 15, 2005","4.7967","4.7955","4.7967","4.7955","0.01"
"Apr 18, 2005","4.7865","4.7852","4.7865","4.7852","-0.21"
"Apr 19, 2005","4.7744","4.7732","4.7744","4.7732","-0.25"
"Apr 20, 2005","4.7572","4.7560","4.7572","4.7560","-0.36"
"Apr 21, 2005","4.7858","4.7846","4.7858","4.7846","0.60"
"Apr 22, 2005","4.7659","4.7641","4.7659","4.7641","-0.42"
"Apr 25, 2005","4.7635","4.7617","4.7635","4.7617","-0.05"
"Apr 26, 2005","4.7762","4.7750","4.7762","4.7750","0.27"
"Apr 27, 2005","4.7792","4.7780","4.7792","4.7780","0.06"
"Apr 28, 2005","4.7858","4.7834","4.7858","4.7834","0.14"
"Apr 29, 2005","4.7659","4.7641","4.7659","4.7641","-0.42"
"May 02, 2005","4.7748","4.7736","4.7748","4.7736","0.19"
"May 03, 2005","4.7756","4.7738","4.7756","4.7738","0.02"
"May 04, 2005","4.7725","4.7713","4.7725","4.7713","-0.06"
"May 05, 2005","4.7659","4.7641","4.7659","4.7641","-0.14"
"May 06, 2005","4.7665","4.7641","4.7665","4.7641","0.01"
"May 09, 2005","4.7768","4.7756","4.7768","4.7756","0.22"
"May 10, 2005","4.7653","4.7641","4.7653","4.7641","-0.24"
"May 11, 2005","4.7659","4.7647","4.7659","4.7647","0.01"
"May 12, 2005","4.7725","4.7713","4.7725","4.7713","0.14"
"May 13, 2005","4.7882","4.7870","4.7882","4.7870","0.33"
"May 16, 2005","4.8191","4.8179","4.8191","4.8179","0.65"
"May 17, 2005","4.8178","4.8166","4.8178","4.8166","-0.03"
"May 18, 2005","4.8118","4.8106","4.8118","4.8106","-0.12"
"May 19, 2005","4.8233","4.8221","4.8233","4.8221","0.24"
"May 20, 2005","4.8342","4.8330","4.8342","4.8330","0.23"
"May 23, 2005","4.8336","4.8324","4.8336","4.8324","-0.01"
"May 24, 2005","4.8336","4.8324","4.8336","4.8324","0.00"
"May 25, 2005","4.8523","4.8511","4.8523","4.8511","0.39"
"May 26, 2005","4.8771","4.8752","4.8771","4.8752","0.51"
"May 27, 2005","4.8716","4.8704","4.8716","4.8704","-0.11"
"May 30, 2005","4.8753","4.8692","4.8753","4.8692","0.08"
"May 31, 2005","4.9091","4.9079","4.9091","4.9079","0.69"
"Jun 01, 2005","4.9248","4.9236","4.9248","4.9236","0.32"
"Jun 02, 2005","4.9157","4.9127","4.9157","4.9127","-0.18"
"Jun 03, 2005","4.9212","4.9187","4.9212","4.9187","0.11"
"Jun 06, 2005","4.8988","4.8958","4.8988","4.8958","-0.46"
"Jun 07, 2005","4.8994","4.8982","4.8994","4.8982","0.01"
"Jun 08, 2005","4.9024","4.9012","4.9024","4.9012","0.06"
"Jun 09, 2005","4.9103","4.9079","4.9103","4.9079","0.16"
"Jun 10, 2005","4.9169","4.9139","4.9169","4.9139","0.13"
"Jun 13, 2005","4.9453","4.9441","4.9453","4.9441","0.58"
"Jun 14, 2005","4.9429","4.9405","4.9429","4.9405","-0.05"
"Jun 15, 2005","4.9423","4.9411","4.9423","4.9411","-0.01"
"Jun 16, 2005","4.9453","4.9429","4.9453","4.9429","0.06"
"Jun 17, 2005","4.9598","4.9586","4.9598","4.9586","0.29"
"Jun 20, 2005","4.9707","4.9695","4.9707","4.9695","0.22"
"Jun 21, 2005","4.9659","4.9647","4.9659","4.9647","-0.10"
"Jun 22, 2005","4.9737","4.9725","4.9737","4.9725","0.16"
"Jun 23, 2005","4.9616","4.9604","4.9616","4.9604","-0.24"
"Jun 24, 2005","4.9659","4.9635","4.9659","4.9635","0.09"
"Jun 27, 2005","4.9653","4.9641","4.9653","4.9641","-0.01"
"Jun 28, 2005","4.9828","4.9816","4.9828","4.9816","0.35"
"Jun 29, 2005","4.9916","4.9904","4.9916","4.9904","0.18"
"Jun 30, 2005","4.9931","4.9906","4.9931","4.9906","0.03"
"Jul 01, 2005","5.0024","4.9991","5.0024","4.9991","0.19"
"Jul 04, 2005","5.0082","5.0021","5.0082","5.0021","0.12"
"Jul 05, 2005","5.0178","5.0166","5.0178","5.0166","0.19"
"Jul 06, 2005","5.0269","5.0251","5.0269","5.0251","0.18"
"Jul 07, 2005","5.0438","5.0408","5.0438","5.0408","0.34"
"Jul 08, 2005","5.0770","5.0746","5.0770","5.0746","0.66"
"Jul 11, 2005","5.0746","5.0734","5.0746","5.0734","-0.05"
"Jul 12, 2005","5.0432","5.0420","5.0432","5.0420","-0.62"
"Jul 13, 2005","5.0583","5.0571","5.0583","5.0571","0.30"
"Jul 14, 2005","5.0534","5.0504","5.0534","5.0504","-0.10"
"Jul 15, 2005","5.0486","5.0474","5.0486","5.0474","-0.09"
"Jul 18, 2005","5.0432","5.0420","5.0432","5.0420","-0.11"
"Jul 19, 2005","5.0686","5.0674","5.0686","5.0674","0.50"
"Jul 20, 2005","5.0909","5.0897","5.0909","5.0897","0.44"
"Jul 21, 2005","5.0882","5.0875","5.0882","5.0875","-0.05"
"Jul 22, 2005","5.1010","5.0980","5.1010","5.0980","0.25"
"Jul 25, 2005","5.0983","5.0965","5.0983","5.0965","-0.05"
"Jul 26, 2005","5.1252","5.1221","5.1252","5.1221","0.53"
"Jul 27, 2005","5.1338","5.1277","5.1338","5.1277","0.17"
"Jul 28, 2005","5.1554","5.1492","5.1554","5.1492","0.42"
"Jul 29, 2005","5.1391","5.1360","5.1391","5.1360","-0.32"
"Aug 01, 2005","5.1249","5.1230","5.1249","5.1230","-0.28"
"Aug 02, 2005","5.0937","5.0906","5.0937","5.0906","-0.61"
"Aug 03, 2005","5.0863","5.0832","5.0863","5.0832","-0.15"
"Aug 04, 2005","5.0779","5.0755","5.0779","5.0755","-0.17"
"Aug 05, 2005","5.0773","5.0742","5.0773","5.0742","-0.01"
"Aug 08, 2005","5.0758","5.0721","5.0758","5.0721","-0.03"
"Aug 09, 2005","5.0793","5.0765","5.0793","5.0765","0.07"
"Aug 10, 2005","5.0461","5.0431","5.0461","5.0431","-0.65"
"Aug 11, 2005","5.0363","5.0332","5.0363","5.0332","-0.19"
"Aug 12, 2005","5.0450","5.0438","5.0450","5.0438","0.17"
"Aug 15, 2005","5.0654","5.0642","5.0654","5.0642","0.40"
"Aug 16, 2005","5.0819","5.0807","5.0819","5.0807","0.33"
"Aug 17, 2005","5.0990","5.0977","5.0990","5.0977","0.34"
"Aug 18, 2005","5.1002","5.0983","5.1002","5.0983","0.02"
"Aug 19, 2005","5.0883","5.0870","5.0883","5.0870","-0.23"
"Aug 22, 2005","5.0601","5.0582","5.0601","5.0582","-0.55"
"Aug 23, 2005","5.0560","5.0548","5.0560","5.0548","-0.08"
"Aug 24, 2005","5.0743","5.0725","5.0743","5.0725","0.36"
"Aug 25, 2005","5.0709","5.0678","5.0709","5.0678","-0.07"
"Aug 26, 2005","5.0682","5.0652","5.0682","5.0652","-0.05"
"Aug 29, 2005","5.0961","5.0930","5.0961","5.0930","0.55"
"Aug 30, 2005","5.1048","5.1017","5.1048","5.1017","0.17"
"Aug 31, 2005","5.0961","5.0921","5.0961","5.0921","-0.17"
"Sep 01, 2005","5.0742","5.0711","5.0742","5.0711","-0.43"
"Sep 02, 2005","5.0689","5.0658","5.0689","5.0658","-0.10"
"Sep 05, 2005","5.0640","5.0520","5.0640","5.0520","-0.10"
"Sep 06, 2005","5.0831","5.0704","5.0831","5.0704","0.38"
"Sep 07, 2005","5.0672","5.0509","5.0672","5.0509","-0.31"
"Sep 08, 2005","5.0633","5.0501","5.0633","5.0501","-0.08"
"Sep 09, 2005","5.0572","5.0452","5.0572","5.0452","-0.12"
"Sep 12, 2005","5.0503","5.0383","5.0503","5.0383","-0.14"
"Sep 13, 2005","5.0579","5.0453","5.0579","5.0453","0.15"
"Sep 14, 2005","5.0538","5.0412","5.0538","5.0412","-0.08"
"Sep 15, 2005","5.0617","5.0497","5.0617","5.0497","0.16"
"Sep 16, 2005","5.0738","5.0611","5.0738","5.0611","0.24"
"Sep 19, 2005","5.0840","5.0720","5.0840","5.0720","0.20"
"Sep 20, 2005","5.0793","5.0660","5.0793","5.0660","-0.09"
"Sep 21, 2005","5.0693","5.0572","5.0693","5.0572","-0.20"
"Sep 22, 2005","5.0729","5.0603","5.0729","5.0603","0.07"
"Sep 23, 2005","5.0846","5.0726","5.0846","5.0726","0.23"
"Sep 26, 2005","5.0964","5.0831","5.0964","5.0831","0.23"
"Sep 27, 2005","5.0995","5.0879","5.0995","5.0879","0.06"
"Sep 28, 2005","5.0871","5.0751","5.0871","5.0751","-0.24"
"Sep 29, 2005","5.0693","5.0579","5.0693","5.0579","-0.35"
"Sep 30, 2005","5.0722","5.0595","5.0722","5.0595","0.06"
"Oct 03, 2005","5.0870","5.0743","5.0870","5.0743","0.29"
"Oct 04, 2005","5.0827","5.0718","5.0827","5.0718","-0.08"
"Oct 05, 2005","5.0703","5.0545","5.0703","5.0545","-0.24"
"Oct 06, 2005","5.0599","5.0471","5.0599","5.0471","-0.21"
"Oct 07, 2005","5.0472","5.0354","5.0472","5.0354","-0.25"
"Oct 10, 2005","5.0460","5.0334","5.0460","5.0334","-0.02"
"Oct 11, 2005","5.0634","5.0502","5.0634","5.0502","0.34"
"Oct 12, 2005","5.0616","5.0487","5.0616","5.0487","-0.04"
"Oct 13, 2005","5.0578","5.0446","5.0578","5.0446","-0.08"
"Oct 14, 2005","5.0497","5.0353","5.0497","5.0353","-0.16"
"Oct 17, 2005","5.0528","5.0401","5.0528","5.0401","0.06"
"Oct 18, 2005","5.0526","5.0405","5.0526","5.0405","-0.00"
"Oct 19, 2005","5.0623","5.0508","5.0623","5.0508","0.19"
"Oct 20, 2005","5.0559","5.0438","5.0559","5.0438","-0.13"
"Oct 21, 2005","5.0608","5.0487","5.0608","5.0487","0.10"
"Oct 24, 2005","5.0559","5.0440","5.0559","5.0440","-0.10"
"Oct 25, 2005","5.0460","5.0334","5.0460","5.0334","-0.20"
"Oct 26, 2005","5.0488","5.0368","5.0488","5.0368","0.06"
"Oct 27, 2005","5.0403","5.0288","5.0403","5.0288","-0.17"
"Oct 28, 2005","5.0462","5.0304","5.0462","5.0304","0.12"
"Oct 31, 2005","5.0450","5.0330","5.0450","5.0330","-0.02"
"Nov 01, 2005","5.0517","5.0477","5.0517","5.0477","0.13"
"Nov 02, 2005","5.0512","5.0391","5.0512","5.0391","-0.01"
"Nov 03, 2005","5.0516","5.0365","5.0516","5.0365","0.01"
"Nov 04, 2005","5.0739","5.0705","5.0739","5.0705","0.44"
"Nov 07, 2005","5.0742","5.0612","5.0742","5.0612","0.01"
"Nov 08, 2005","5.0861","5.0828","5.0861","5.0828","0.23"
"Nov 09, 2005","5.1007","5.0964","5.1007","5.0964","0.29"
"Nov 10, 2005","5.0899","5.0859","5.0899","5.0859","-0.21"
"Nov 11, 2005","5.0800","5.0747","5.0800","5.0747","-0.19"
"Nov 14, 2005","5.0993","5.0959","5.0993","5.0959","0.38"
"Nov 15, 2005","5.0936","5.0894","5.0936","5.0894","-0.11"
"Nov 16, 2005","5.0925","5.0885","5.0925","5.0885","-0.02"
"Nov 17, 2005","5.0918","5.0887","5.0918","5.0887","-0.01"
"Nov 18, 2005","5.0945","5.0819","5.0945","5.0819","0.05"
"Nov 21, 2005","5.0976","5.0944","5.0976","5.0944","0.06"
"Nov 22, 2005","5.0997","5.0965","5.0997","5.0965","0.04"
"Nov 23, 2005","5.0951","5.0910","5.0951","5.0910","-0.09"
"Nov 24, 2005","5.0980","5.0949","5.0980","5.0949","0.06"
"Nov 25, 2005","5.1042","5.1002","5.1042","5.1002","0.12"
"Nov 28, 2005","5.1005","5.0974","5.1005","5.0974","-0.07"
"Nov 29, 2005","5.1034","5.0988","5.1034","5.0988","0.06"
"Nov 30, 2005","5.1059","5.1012","5.1059","5.1012","0.05"
"Dec 01, 2005","5.1121","5.1082","5.1121","5.1082","0.12"
"Dec 02, 2005","5.1218","5.1172","5.1218","5.1172","0.19"
"Dec 05, 2005","5.1165","5.1123","5.1165","5.1123","-0.10"
"Dec 06, 2005","5.1195","5.1163","5.1195","5.1163","0.06"
"Dec 07, 2005","5.1101","5.1058","5.1101","5.1058","-0.18"
"Dec 08, 2005","5.1059","5.1027","5.1059","5.1027","-0.08"
"Dec 09, 2005","5.1083","5.1052","5.1083","5.1052","0.05"
"Dec 12, 2005","5.1041","5.0995","5.1041","5.0995","-0.08"
"Dec 13, 2005","5.0927","5.0880","5.0927","5.0880","-0.22"
"Dec 14, 2005","5.0804","5.0770","5.0804","5.0770","-0.24"
"Dec 15, 2005","5.0713","5.0672","5.0713","5.0672","-0.18"
"Dec 16, 2005","5.0699","5.0665","5.0699","5.0665","-0.03"
"Dec 19, 2005","5.0718","5.0687","5.0718","5.0687","0.04"
"Dec 20, 2005","5.0694","5.0651","5.0694","5.0651","-0.05"
"Dec 21, 2005","5.0682","5.0644","5.0682","5.0644","-0.02"
"Dec 22, 2005","5.0676","5.0632","5.0676","5.0632","-0.01"
"Dec 23, 2005","5.0670","5.0620","5.0670","5.0620","-0.01"
"Dec 26, 2005","5.0707","5.0669","5.0707","5.0669","0.07"
"Dec 27, 2005","5.0685","5.0641","5.0685","5.0641","-0.04"
"Dec 28, 2005","5.0709","5.0684","5.0709","5.0684","0.05"
"Dec 29, 2005","5.0828","5.0788","5.0828","5.0788","0.23"
"Dec 30, 2005","5.0835","5.0810","5.0835","5.0810","0.01"
"Jan 02, 2006","5.0836","5.0792","5.0836","5.0792","0.00"
"Jan 03, 2006","5.0507","5.0470","5.0507","5.0470","-0.65"
"Jan 04, 2006","5.0056","5.0019","5.0056","5.0019","-0.89"
"Jan 05, 2006","4.9840","4.9816","4.9840","4.9816","-0.43"
"Jan 06, 2006","4.9303","4.9269","4.9303","4.9269","-1.08"
"Jan 09, 2006","4.9249","4.9225","4.9249","4.9225","-0.11"
